"ACTIONEVENTID","BATTLE","FIELD","DESC","TARGETTYPE","PARAMETERTYPE","TARGETNAME","ATTR","VAL","P","SPREAD","DCT","ANIMATIONID","ANIMATIONMOVETYPE"
"E00834","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","DARK","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00835","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","DARK","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00836","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","DARK","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00837","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00838","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00839","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00840","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00841","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00842","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00843","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00844","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00845","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00846","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00847","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","MYSTERY","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00848","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00849","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00850","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00851","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00852","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00853","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00854","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00855","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00856","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00857","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00858","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","ALCHEMY","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00859","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00860","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00861","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00862","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00863","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00864","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00865","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00866","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00867","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00868","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00869","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPIRIT","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00870","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00871","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00872","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00873","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00874","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00875","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00876","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00877","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00878","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00879","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00880","TRUE","TRUE","属性ダメージ","ALL","STATUS","HP","SPACE_TIME","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00881","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_WOOD","","0","0.05","0.05","","",""
"E00882","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_WOOD","","0","0.1","0.05","","",""
"E00883","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_WOOD","","0","0.25","0.05","","",""
"E00884","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_WOOD","","0","0.5","0.05","","",""
"E00885","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_WOOD","","0","1","0.05","","",""
"E00886","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_WET","","0","0.05","0.05","","",""
"E00887","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_WET","","0","0.1","0.05","","",""
"E00888","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_WET","","0","0.25","0.05","","",""
"E00889","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_WET","","0","0.5","0.05","","",""
"E00890","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_WET","","0","1","0.05","","",""
"E00891","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_POISON","","0","0.05","0.05","","",""
"E00892","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_POISON","","0","0.1","0.05","","",""
"E00893","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_POISON","","0","0.25","0.05","","",""
"E00894","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_POISON","","0","0.5","0.05","","",""
"E00895","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_POISON","","0","1","0.05","","",""
"E00896","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_FLAME","","0","0.05","0.05","","",""
"E00897","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_FLAME","","0","0.1","0.05","","",""
"E00898","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_FLAME","","0","0.25","0.05","","",""
"E00899","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_FLAME","","0","0.5","0.05","","",""
"E00900","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_FLAME","","0","1","0.05","","",""
"E00901","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_FROZEN","","0","0.05","0.05","","",""
"E00902","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_FROZEN","","0","0.1","0.05","","",""
"E00903","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_FROZEN","","0","0.25","0.05","","",""
"E00904","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_FROZEN","","0","0.5","0.05","","",""
"E00905","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_FROZEN","","0","1","0.05","","",""
"E00906","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_SEAL","","0","0.05","0.05","","",""
"E00907","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_SEAL","","0","0.1","0.05","","",""
"E00908","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_SEAL","","0","0.25","0.05","","",""
"E00909","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_SEAL","","0","0.5","0.05","","",""
"E00910","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_SEAL","","0","1","0.05","","",""
"E00911","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_SLEEP","","0","0.05","0.05","","",""
"E00912","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_SLEEP","","0","0.1","0.05","","",""
"E00913","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_SLEEP","","0","0.25","0.05","","",""
"E00914","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_SLEEP","","0","0.5","0.05","","",""
"E00915","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_SLEEP","","0","1","0.05","","",""
"E00916","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_PARALYS","","0","0.05","0.05","","",""
"E00917","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_PARALYS","","0","0.1","0.05","","",""
"E00918","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_PARALYS","","0","0.25","0.05","","",""
"E00919","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_PARALYS","","0","0.5","0.05","","",""
"E00920","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_PARALYS","","0","1","0.05","","",""
"E00921","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_CONFUSION","","0","0.05","0.05","","",""
"E00922","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_CONFUSION","","0","0.1","0.05","","",""
"E00923","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_CONFUSION","","0","0.25","0.05","","",""
"E00924","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_CONFUSION","","0","0.5","0.05","","",""
"E00925","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_CONFUSION","","0","1","0.05","","",""
"E00926","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_SWOON","","0","0.05","0.05","","",""
"E00927","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_SWOON","","0","0.1","0.05","","",""
"E00928","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_SWOON","","0","0.25","0.05","","",""
"E00929","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_SWOON","","0","0.5","0.05","","",""
"E00930","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_SWOON","","0","1","0.05","","",""
"E00931","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_MADNESS","","0","0.05","0.05","","",""
"E00932","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_MADNESS","","0","0.1","0.05","","",""
"E00933","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_MADNESS","","0","0.25","0.05","","",""
"E00934","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_MADNESS","","0","0.5","0.05","","",""
"E00935","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_MADNESS","","0","1","0.05","","",""
"E00936","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_TRUE_MADNESS","","0","0.05","0.05","","",""
"E00937","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_TRUE_MADNESS","","0","0.1","0.05","","",""
"E00938","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_TRUE_MADNESS","","0","0.25","0.05","","",""
"E00939","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_TRUE_MADNESS","","0","0.5","0.05","","",""
"E00940","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_TRUE_MADNESS","","0","1","0.05","","",""
"E00941","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_GOLDY","","0","0.05","0.05","","",""
"E00942","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_GOLDY","","0","0.1","0.05","","",""
"E00943","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_GOLDY","","0","0.25","0.05","","",""
"E00944","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_GOLDY","","0","0.5","0.05","","",""
"E00945","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_GOLDY","","0","1","0.05","","",""
"E00946","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_CUT","","0","0.05","0.05","","",""
"E00947","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_CUT","","0","0.1","0.05","","",""
"E00948","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_CUT","","0","0.25","0.05","","",""
"E00949","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_CUT","","0","0.5","0.05","","",""
"E00950","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_CUT","","0","1","0.05","","",""
"E00951","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_DESTROY","","0","0.05","0.05","","",""
"E00952","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_DESTROY","","0","0.1","0.05","","",""
"E00953","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_DESTROY","","0","0.25","0.05","","",""
"E00954","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_DESTROY","","0","0.5","0.05","","",""
"E00955","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_DESTROY","","0","1","0.05","","",""
"E00956","TRUE","TRUE","状態異常付与稀","ALL","ADD_CONDITION","C_DEAD","","0","0.05","0.05","","",""
"E00957","TRUE","TRUE","状態異常付与低","ALL","ADD_CONDITION","C_DEAD","","0","0.1","0.05","","",""
"E00958","TRUE","TRUE","状態異常付与中","ALL","ADD_CONDITION","C_DEAD","","0","0.25","0.05","","",""
"E00959","TRUE","TRUE","状態異常付与高","ALL","ADD_CONDITION","C_DEAD","","0","0.5","0.05","","",""
"E00960","TRUE","TRUE","状態異常付与確定","ALL","ADD_CONDITION","C_DEAD","","0","1","0.05","","",""
"E00961","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_WOOD","","0","0.05","0.05","","",""
"E00962","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_WOOD","","0","0.1","0.05","","",""
"E00963","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_WOOD","","0","0.25","0.05","","",""
"E00964","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_WOOD","","0","0.5","0.05","","",""
"E00965","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_WOOD","","0","1","0.05","","",""
"E00966","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_WET","","0","0.05","0.05","","",""
"E00967","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_WET","","0","0.1","0.05","","",""
"E00968","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_WET","","0","0.25","0.05","","",""
"E00969","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_WET","","0","0.5","0.05","","",""
"E00970","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_WET","","0","1","0.05","","",""
"E00971","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_POISON","","0","0.05","0.05","","",""
"E00972","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_POISON","","0","0.1","0.05","","",""
"E00973","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_POISON","","0","0.25","0.05","","",""
"E00974","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_POISON","","0","0.5","0.05","","",""
"E00975","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_POISON","","0","1","0.05","","",""
"E00976","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_FLAME","","0","0.05","0.05","","",""
"E00977","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_FLAME","","0","0.1","0.05","","",""
"E00978","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_FLAME","","0","0.25","0.05","","",""
"E00979","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_FLAME","","0","0.5","0.05","","",""
"E00980","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_FLAME","","0","1","0.05","","",""
"E00981","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_FROZEN","","0","0.05","0.05","","",""
"E00982","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_FROZEN","","0","0.1","0.05","","",""
"E00983","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_FROZEN","","0","0.25","0.05","","",""
"E00984","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_FROZEN","","0","0.5","0.05","","",""
"E00985","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_FROZEN","","0","1","0.05","","",""
"E00986","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_SEAL","","0","0.05","0.05","","",""
"E00987","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_SEAL","","0","0.1","0.05","","",""
"E00988","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_SEAL","","0","0.25","0.05","","",""
"E00989","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_SEAL","","0","0.5","0.05","","",""
"E00990","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_SEAL","","0","1","0.05","","",""
"E00991","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_SLEEP","","0","0.05","0.05","","",""
"E00992","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_SLEEP","","0","0.1","0.05","","",""
"E00993","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_SLEEP","","0","0.25","0.05","","",""
"E00994","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_SLEEP","","0","0.5","0.05","","",""
"E00995","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_SLEEP","","0","1","0.05","","",""
"E00996","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_PARALYS","","0","0.05","0.05","","",""
"E00997","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_PARALYS","","0","0.1","0.05","","",""
"E00998","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_PARALYS","","0","0.25","0.05","","",""
"E00999","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_PARALYS","","0","0.5","0.05","","",""
"E01000","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_PARALYS","","0","1","0.05","","",""
"E01001","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_CONFUSION","","0","0.05","0.05","","",""
"E01002","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_CONFUSION","","0","0.1","0.05","","",""
"E01003","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_CONFUSION","","0","0.25","0.05","","",""
"E01004","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_CONFUSION","","0","0.5","0.05","","",""
"E01005","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_CONFUSION","","0","1","0.05","","",""
"E01006","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_SWOON","","0","0.05","0.05","","",""
"E01007","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_SWOON","","0","0.1","0.05","","",""
"E01008","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_SWOON","","0","0.25","0.05","","",""
"E01009","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_SWOON","","0","0.5","0.05","","",""
"E01010","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_SWOON","","0","1","0.05","","",""
"E01011","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_MADNESS","","0","0.05","0.05","","",""
"E01012","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_MADNESS","","0","0.1","0.05","","",""
"E01013","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_MADNESS","","0","0.25","0.05","","",""
"E01014","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_MADNESS","","0","0.5","0.05","","",""
"E01015","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_MADNESS","","0","1","0.05","","",""
"E01016","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_TRUE_MADNESS","","0","0.05","0.05","","",""
"E01017","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_TRUE_MADNESS","","0","0.1","0.05","","",""
"E01018","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_TRUE_MADNESS","","0","0.25","0.05","","",""
"E01019","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_TRUE_MADNESS","","0","0.5","0.05","","",""
"E01020","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_TRUE_MADNESS","","0","1","0.05","","",""
"E01021","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_GOLDY","","0","0.05","0.05","","",""
"E01022","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_GOLDY","","0","0.1","0.05","","",""
"E01023","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_GOLDY","","0","0.25","0.05","","",""
"E01024","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_GOLDY","","0","0.5","0.05","","",""
"E01025","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_GOLDY","","0","1","0.05","","",""
"E01026","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_CUT","","0","0.05","0.05","","",""
"E01027","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_CUT","","0","0.1","0.05","","",""
"E01028","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_CUT","","0","0.25","0.05","","",""
"E01029","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_CUT","","0","0.5","0.05","","",""
"E01030","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_CUT","","0","1","0.05","","",""
"E01031","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_DESTROY","","0","0.05","0.05","","",""
"E01032","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_DESTROY","","0","0.1","0.05","","",""
"E01033","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_DESTROY","","0","0.25","0.05","","",""
"E01034","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_DESTROY","","0","0.5","0.05","","",""
"E01035","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_DESTROY","","0","1","0.05","","",""
"E01036","TRUE","TRUE","状態異常回復稀","ALL","REMOVE_CONDITION","C_DEAD","","0","0.05","0.05","","",""
"E01037","TRUE","TRUE","状態異常回復低","ALL","REMOVE_CONDITION","C_DEAD","","0","0.1","0.05","","",""
"E01038","TRUE","TRUE","状態異常回復中","ALL","REMOVE_CONDITION","C_DEAD","","0","0.25","0.05","","",""
"E01039","TRUE","TRUE","状態異常回復高","ALL","REMOVE_CONDITION","C_DEAD","","0","0.5","0.05","","",""
"E01040","TRUE","TRUE","状態異常回復確定","ALL","REMOVE_CONDITION","C_DEAD","","0","1","0.05","","",""
"E01041","TRUE","TRUE","HP斬撃5","RANDOM","STATUS","HP","CHOP","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01042","TRUE","TRUE","HP斬撃10","RANDOM","STATUS","HP","CHOP","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01043","TRUE","TRUE","HP斬撃20","RANDOM","STATUS","HP","CHOP","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01044","TRUE","TRUE","HP斬撃30","RANDOM","STATUS","HP","CHOP","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01045","TRUE","TRUE","HP斬撃40","RANDOM","STATUS","HP","CHOP","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01046","TRUE","TRUE","HP斬撃50","RANDOM","STATUS","HP","CHOP","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E01047","TRUE","TRUE","HP斬撃60","RANDOM","STATUS","HP","CHOP","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
