"ITEMID","VISIBLENAME","DESC","VAL","SLOTID","WEAPONTYPE","AREA","CANSALE","CURRENTUPGRADENUM","DCSCSV","WAITTIME","SOUNDID","ATTACKCOUNT","SELECTTYPE","IFF","DEFAULTTARGETTEAM","SWITCHTEAM","SELFTARGET","TARGETING"
"A4333","魔射缶：嵐","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の素早さを下げ、回避率を上げる。/炎上を回復する。全員が湿潤状態になる。","7500",,,"450","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4334","魔射缶：ストームコール","封入された魔法を起動する。/使うとなくなる。/効果範囲全体にランダムに雷属性で攻撃する。","7500",,,"600","TRUE","0","POW,M_ATK","4500","SD1037","8","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4335","魔射缶：風切羽","封入された魔法を起動する。/使うとなくなる。/術者の素早さを上昇するが器用さが下がる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1039","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4336","魔射缶：電撃","封入された魔法を起動する。/使うとなくなる。/１人に電気属性ダメージ。まれに麻痺させる。","7500",,,"88","TRUE","0","POW,M_ATK","4500","SD1012","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4337","魔射缶：向かい風","封入された魔法を起動する。/使うとなくなる。/敵の素早さを上昇し、味方の素早さを下げる。","7500",,,"500","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4338","魔射缶：追い風","封入された魔法を起動する。/使うとなくなる。/味方の素早さを低下し、敵の素早さを上げる。","7500",,,"500","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4339","魔射缶：凪風","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の素早さの上下をリセットする。","7500",,,"500","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4340","魔射缶：かまいたち","封入された魔法を起動する。/使うとなくなる。/１人に空気属性のダメージ。まれに切断状態にする。","7500",,,"140","TRUE","0","POW,M_ATK","4500","SD1039","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4341","魔射缶：風刃","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に空気属性のダメージ。まれに切断状態にする。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4342","魔射缶：衝撃波","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に空気属性のダメージ。高確率で気絶させる。","7500",,,"200","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4343","魔射缶：内臓破裂","封入された魔法を起動する。/使うとなくなる。/１人に空気属性ダメージ、中確率で即死させる。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1039","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4344","魔射缶：陣風","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の攻撃、素早さ、防御、器用さを上昇する。","7500",,,"400","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4345","魔射缶：木枯","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の木化している対象を即死させる。/木化していない対象には何も起こらない。","7500",,,"400","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4346","魔射缶：真空波","封入された魔法を起動する。/使うとなくなる。/効果範囲全員にダメージ","7500",,,"360","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4347","魔射缶：真空抹殺","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を低確率で即死させる。","7500",,,"300","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4348","魔射缶：空圧圧縮","封入された魔法を起動する。/使うとなくなる。/１人に空気属性ダメージ。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1039","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4349","魔射缶：雷","封入された魔法を起動する。/使うとなくなる。/１人に雷属性ダメージ。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1037","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4350","魔射缶：火炎","封入された魔法を起動する。/使うとなくなる。/１人に炎属性ダメージ。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1028","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4351","魔射缶：ファイアボルト","封入された魔法を起動する。/使うとなくなる。/１人に炎属性のダメージ。まれに炎上状態にする。凍結を回復する。","7500",,,"340","TRUE","0","POW,M_ATK","4500","SD1028","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4352","魔射缶：ファイアブレス","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に炎属性のダメージ。/まれに炎上状態にする。凍結を回復する。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1027","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4353","魔射缶：篝火","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を小回復する。また炎上状態を回復する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","PARTY","TRUE","TRUE","FALSE"
"A4354","魔射缶：炎上治療","封入された魔法を起動する。/使うとなくなる。/１人の炎上を回復する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4355","魔射缶：灯台","封入された魔法を起動する。/使うとなくなる。/全体の物理攻撃回避率を下げる。","7500",,,"600","TRUE","0","POW,M_ATK","4500","SD1012","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4356","魔射缶：炎熱作用","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の湿潤を回復する。","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4357","魔射缶：熱光線","封入された魔法を起動する。/使うとなくなる。/１人に光属性ダメージ。凍結を回復する。","7500",,,"400","TRUE","0","POW,M_ATK","4500","SD1029","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4358","魔射缶：ウォーターフォール","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に水属性ダメージ。高確率で湿潤状態にする。","7500",,,"550","TRUE","0","POW,M_ATK","4500","SD1023","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4359","魔射缶：降雨","封入された魔法を起動する。/使うとなくなる。/全員の炎上を回復する。全員が湿潤状態になる。/木化している対象者は体力を回復する。","7500",,,"550","TRUE","0","POW,M_ATK","4500","SD1023","1","IN_AREA","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4360","魔射缶：電撃散布","封入された魔法を起動する。/使うとなくなる。/効果範囲内の敵に雷属性ダメージ。","7500",,,"220","TRUE","0","POW,M_ATK","4500","SD1037","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4361","魔射缶：霊峰の指","封入された魔法を起動する。/使うとなくなる。/１人に雷属性の大ダメージ。/50%の確率でこのターンの最後に再度発動する。/その際の魔力などは術者が再度支払う。この効果は連続することがある。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1037","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4362","魔射缶：天地雷鳴","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に雷属性の大ダメージ。","7500",,,"150","TRUE","0","POW,M_ATK","4500","SD1037","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4363","魔射缶：雷鳴八卦","封入された魔法を起動する。/使うとなくなる。/１人に雷属性の大ダメージ。まれに麻痺状態にする。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1037","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4364","魔射缶：メモリチェック","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、その結果を表示する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4365","魔射缶：クラッシュ","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、世界を終わらせる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4366","魔射缶：ゲームオーバー","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、世界を終わらせる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4367","魔射缶：戦闘からの離脱","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、戦闘を終わらせる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4368","魔射缶：エンカウントカウンタリセット","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、運命を操作する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4369","魔射缶：エンカウントカウンタ+128","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、運命を操作する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4370","魔射缶：デバッグモードON","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、その結果を表示する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4371","魔射缶：デバッグモードOFF","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、その結果を表示する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4372","魔射缶：condition同期ずれチェック","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、その結果を表示する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4373","魔射缶：全員完全回復","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、１人のステータスを変更する。","7500",,,"9999","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4374","魔射缶：敵の召喚","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、その結果を表示する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","TRUE","PARTY","FALSE","TRUE","FALSE"
"A4375","魔射缶：サウンド破棄","封入された魔法を起動する。/使うとなくなる。/１人を小回復する。凍結を回復する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4376","魔射缶：ホットティー召喚","封入された魔法を起動する。/使うとなくなる。/１人を木化させる。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4377","魔射缶：木化","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に地属性ダメージ。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1038","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4378","魔射缶：地震","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に地属性ダメージ。","7500",,,"800","TRUE","0","POW,M_ATK","4500","SD1015","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4379","魔射缶：大地の怒り","封入された魔法を起動する。/使うとなくなる。/低確率で効果範囲全体を即死させる。","7500",,,"800","TRUE","0","POW,M_ATK","4500","SD1015","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4380","魔射缶：地割れ","封入された魔法を起動する。/使うとなくなる。/１人に地属性ダメージ。","7500",,,"800","TRUE","0","POW,M_ATK","4500","SD1015","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4381","魔射缶：岸壁直撃","封入された魔法を起動する。/使うとなくなる。/１人に地属性ダメージ。まれに気絶させる","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1015","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4382","魔射缶：岩塊","封入された魔法を起動する。/使うとなくなる。/１人に地属性ダメージ。まれに発狂させる","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1015","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4383","魔射缶：隕石","封入された魔法を起動する。/使うとなくなる。/１人に地属性ダメージ。まれに気絶させる","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1015","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4384","魔射缶：巨岩","封入された魔法を起動する。/使うとなくなる。/効果範囲内の敵に冷気属性ダメージ。","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1015","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4385","魔射缶：冷風","封入された魔法を起動する。/使うとなくなる。/効果範囲内の炎上を一定確率で治療する。","7500",,,"260","TRUE","0","POW,M_ATK","4500","SD1024","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4386","魔射缶：涼風","封入された魔法を起動する。/使うとなくなる。/効果範囲内の敵に冷気属性ダメージ。","7500",,,"260","TRUE","0","POW,M_ATK","4500","SD1024","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4387","魔射缶：雹嵐","封入された魔法を起動する。/使うとなくなる。/１人に冷気属性ダメージ。","7500",,,"260","TRUE","0","POW,M_ATK","4500","SD1024","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4388","魔射缶：氷のつぶて","封入された魔法を起動する。/使うとなくなる。/効果範囲内の敵に冷気属性ダメージ。まれに凍結させる","7500",,,"320","TRUE","0","POW,M_ATK","4500","SD1024","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4389","魔射缶：吹雪","封入された魔法を起動する。/使うとなくなる。/１人に冷気属性ダメージ。まれに凍結させる。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1024","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4390","魔射缶：冷凍ビーム","封入された魔法を起動する。/使うとなくなる。/１人を湿潤状態にする。炎上状態を回復する。/対象が木化している場合は回復する。","7500",,,"400","TRUE","0","POW,M_ATK","4500","SD1024","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4391","魔射缶：じょうろ","封入された魔法を起動する。/使うとなくなる。/１人の精神力を上昇し、湿潤状態にする。炎上状態を回復する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1023","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4392","魔射缶：滝行","封入された魔法を起動する。/使うとなくなる。/全員を低確率で湿潤状態にする。炎上状態を回復する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1023","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4393","魔射缶：叢雲","封入された魔法を起動する。/使うとなくなる。/効果範囲内の全員をフィールド中心に集合させる。","7500",,,"600","TRUE","0","POW,M_ATK","4500","SD1038","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4394","魔射缶：ブラックホール","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を高確率で消滅状態にする。","7500",,,"600","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4395","魔射缶：絶滅の光","封入された魔法を起動する。/使うとなくなる。/１人を高確率で即死させる。","7500",,,"999","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4396","魔射缶：絞首台への階段","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を低確率で即死させる。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4397","魔射缶：滅殺","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の魔法防御力を上昇する。","7500",,,"480","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4398","魔射缶：魔防壁","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の防御力を上昇する。","7500",,,"366","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","TRUE","PARTY","TRUE","TRUE","TRUE"
"A4399","魔射缶：城壁","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の魔法回避力を上昇する。","7500",,,"366","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","TRUE","PARTY","TRUE","TRUE","TRUE"
"A4400","魔射缶：魔術回避","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、GCを実行する。通常、何も発生しない。","7500",,,"366","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4401","魔射缶：GC","封入された魔法を起動する。/使うとなくなる。/単体に光属性大ダメージ。中確率で消滅させる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4402","魔射缶：フォトン","封入された魔法を起動する。/使うとなくなる。/対象を一定確率で消滅させる。","7500",,,"600","TRUE","0","POW,M_ATK","4500","SD1031","1","ONE","TRUE","ENEMY","TRUE","TRUE","TRUE"
"A4403","魔射缶：クアンタム・ハーモナイザー","封入された魔法を起動する。/使うとなくなる。/上位者に介入し、現在の敵対者を全滅させる。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1029","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4404","魔射缶：対者の破棄","封入された魔法を起動する。/使うとなくなる。/１人を低確率で気絶させる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","FALSE","TRUE","FALSE"
"A4405","魔射缶：神経操作","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に水属性ダメージ。湿潤状態にする。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4406","魔射缶：ザ・ツナミ","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の水耐性を上昇する。","7500",,,"400","TRUE","0","POW,M_ATK","4500","SD1023","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4407","魔射缶：防波堤","封入された魔法を起動する。/使うとなくなる。/１人の即死耐性を上昇する。","7500",,,"400","TRUE","0","POW,M_ATK","4500","SD1023","1","IN_AREA","FALSE","PARTY","TRUE","TRUE","FALSE"
"A4408","魔射缶：神の守り","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の消滅耐性と即死耐性を上昇する。","7500",,,"155","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4409","魔射缶：運命への介入","封入された魔法を起動する。/使うとなくなる。/１人の切断状態を回復する。","7500",,,"360","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4410","魔射缶：縫合","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を小回復する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4411","魔射缶：あなた司祭なの？","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を中確率で即死させる。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1014","1","IN_AREA","TRUE","PARTY","TRUE","TRUE","TRUE"
"A4412","魔射缶：死んでくれる？","封入された魔法を起動する。/使うとなくなる。/効果範囲全体にダメージ。低確率で発狂させる。","7500",,,"260","TRUE","0","POW,M_ATK","4500","SD1032","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4413","魔射缶：メギドラオォン（アォン）","封入された魔法を起動する。/使うとなくなる。/木化している１人を高確率で即死させる。","7500",,,"480","TRUE","0","POW,M_ATK","4500","SD1031","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","FALSE"
"A4414","魔射缶：風化","封入された魔法を起動する。/使うとなくなる。/１人に雷属性ダメージ。高確率で消滅させる。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1038","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4415","魔射缶：天罰","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の物理攻撃回避率が下がり、器用さが上昇する。/効果範囲全体の湿潤を回復する。","7500",,,"180","TRUE","0","POW,M_ATK","4500","SD1037","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4416","魔射缶：天照","封入された魔法を起動する。/使うとなくなる。/近距離にいる効果範囲全体に炎ダメージ。/炎上させる。術者もダメージを受ける。","7500",,,"600","TRUE","0","POW,M_ATK","4500","SD1029","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4417","魔射缶：Jの炎のマント","封入された魔法を起動する。/使うとなくなる。/術者がダメージを受ける。","7500",,,"60","TRUE","0","POW,M_ATK","4500","SD1027","1","IN_AREA","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4418","魔射缶：手の込んだ自殺","封入された魔法を起動する。/使うとなくなる。/術者の精神力、攻撃力、魔法攻撃力を上昇する。/HPが最大値に対して低いほど効果が上がる。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4419","魔射缶：背水の陣","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の攻撃力を上昇する。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4420","魔射缶：火蛇","封入された魔法を起動する。/使うとなくなる。/１人の攻撃力を上昇する。","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1040","1","IN_AREA","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4421","魔射缶：力王","封入された魔法を起動する。/使うとなくなる。/効果範囲全体の魔法防御力を上昇する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4422","魔射缶：魔封陣","封入された魔法を起動する。/使うとなくなる。/１人にダメージ。","7500",,,"320","TRUE","0","POW,M_ATK","4500","SD1035","1","IN_AREA","FALSE","PARTY","FALSE","TRUE","FALSE"
"A4423","魔射缶：魔力の矢","封入された魔法を起動する。/使うとなくなる。/付近にいるすべてに雷属性ダメージ。","7500",,,"600","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4424","魔射缶：雷衣","封入された魔法を起動する。/使うとなくなる。/１人を即死させる。空気属性耐性が参照される。","7500",,,"60","TRUE","0","POW,M_ATK","4500","SD1037","1","IN_AREA","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4425","魔射缶：マッハ１１１","封入された魔法を起動する。/使うとなくなる。/１人の魔法攻撃力を上昇する。その対象はダメージを受ける。","7500",,,"450","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4426","魔射缶：精神注入棒","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を回復する。低確率でリジェネ状態になる。/低確率で死亡や消滅を回復する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4427","魔射缶：フジヤマ","封入された魔法を起動する。/使うとなくなる。/１人にダメージ。術者もダメージを受ける。","7500",,,"376","TRUE","0","POW,M_ATK","4500","SD1033","1","IN_AREA","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4428","魔射缶：カミカゼ","封入された魔法を起動する。/使うとなくなる。/装備している武器の攻撃回数を１増やす。/フィールドでしか使えない。","7500",,,"160","TRUE","0","POW,M_ATK","4500","SD1019","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4429","魔射缶：残像剣","封入された魔法を起動する。/使うとなくなる。/近距離の１人に雷属性ダメージ。","7500",,,"0","TRUE","0","POW,M_ATK","4500","SD1019","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4430","魔射缶：雷神ハンマー","封入された魔法を起動する。/使うとなくなる。/１人のこのターンの行動を中止させる。","7500",,,"60","TRUE","0","POW,M_ATK","4500","SD1037","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4431","魔射缶：粘着地面","封入された魔法を起動する。/使うとなくなる。/１人に刺突ダメージ。遠距離まで届く。/対象の防御力を0としてダメージ計算が行われる。","7500",,,"240","TRUE","0","POW,M_ATK","4500","SD1032","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4432","魔射缶：151/15","封入された魔法を起動する。/使うとなくなる。/１人のステータス変動をリセットする。そのは正気度を失う。","7500",,,"800","TRUE","0","POW,M_ATK","4500","SD1040","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
"A4433","魔射缶：人格モードのリセット","封入された魔法を起動する。/使うとなくなる。/対象は回復するが、正気度を少量失う。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4434","魔射缶：奇跡","封入された魔法を起動する。/使うとなくなる。/１人の地魔法耐性を上昇する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4435","魔射缶：浮遊","封入された魔法を起動する。/使うとなくなる。/効果範囲全体を低確率で木化させる。/すでに木化している対象は即死する。/即死させた数に応じて術者は回復する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1015","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4436","魔射缶：キクゴロウエライ","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に炎属性ダメージ。高確率で炎上させる。","7500",,,"128","TRUE","0","POW,M_ATK","4500","SD1015","1","IN_AREA","TRUE","ENEMY","TRUE","TRUE","TRUE"
"A4437","魔射缶：灼熱","封入された魔法を起動する。/使うとなくなる。/効果範囲全体に冷気属性ダメージ。高確率で凍結させる。","7500",,,"255","TRUE","0","POW,M_ATK","4500","SD1027","1","IN_AREA","TRUE","ENEMY","TRUE","TRUE","TRUE"
"A4438","魔射缶：輝きのブレス","封入された魔法を起動する。/使うとなくなる。/１人の凍結を回復する。","7500",,,"255","TRUE","0","POW,M_ATK","4500","SD1024","1","IN_AREA","TRUE","ENEMY","TRUE","TRUE","TRUE"
"A4439","魔射缶：解凍","封入された魔法を起動する。/使うとなくなる。/１人にダメージ。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1014","1","ONE","FALSE","PARTY","TRUE","TRUE","TRUE"
"A4440","魔射缶：神経痛","封入された魔法を起動する。/使うとなくなる。/対象者の湿潤耐性と物理攻撃回避率を上昇する。","7500",,,"72","TRUE","0","POW,M_ATK","4500","SD1033","1","ONE","FALSE","ENEMY","TRUE","TRUE","TRUE"
